1.png	[{"device": ["UFO", "箱柜"], "device_point": [[6238.662109375, 1775.55126953125, 147.65283203125, 88.587890625], [6231.2919921875, 1966.00537109375, 137.61962890625, 76.53564453125]]}]
2_9.png	[{"device": ["安防2", "安防1", "安防1", "安防2", "安防2", "安防2", "安防2", "安防2", "安防2", "安防1", "安防1", "安防1", "安防1", "安防1", "安防2", "安防2"], "device_point": [[2296.169921875, 2727.61181640625, 94.355712890625, 138.740234375], [4555.1787109375, 3242.36865234375, 150.83154296875, 126.886962890625], [3879.781494140625, 649.0533447265625, 129.06640625, 128.78240966796875], [5550.6943359375, 2645.124755859375, 130.41552734375, 76.62744140625], [859.65771484375, 2678.0009765625, 119.95477294921875, 126.478271484375], [671.843505859375, 3472.2060546875, 116.44384765625, 128.73779296875], [1188.1754150390625, 2144.21826171875, 136.65185546875, 114.645263671875], [1310.580078125, 1622.800048828125, 118.2725830078125, 103.9539794921875], [1292.593994140625, 1735.484375, 131.7606201171875, 86.48486328125], [3835.185546875, 2590.92822265625, 142.658447265625, 134.078369140625], [4529.56982421875, 3451.0419921875, 157.185546875, 135.485107421875], [3268.369384765625, 3125.6494140625, 138.5791015625, 127.428955078125], [1344.1357421875, 1151.461181640625, 132.2882080078125, 107.972900390625], [3297.07373046875, 2992.52587890625, 131.9287109375, 116.779052734375], [5685.5126953125, 2295.18896484375, 132.4599609375, 80.250732421875], [1158.4327392578125, 2251.89306640625, 130.53759765625, 70.97802734375]]}]
3_10.png	[{"device": ["安防1"], "device_point": [[1317.43896484375, 1652.09375, 143.5408935546875, 128.6593017578125]]}]
3_13.png	[{"device": ["安防1", "安防1", "安防1", "安防1", "安防1"], "device_point": [[1269.5513916015625, 2511.28857421875, 141.053955078125, 129.395751953125], [4732.49658203125, 3734.40185546875, 129.84375, 137.0087890625], [2713.14208984375, 3346.712890625, 140.62451171875, 135.165771484375], [2564.99365234375, 3831.104736328125, 169.10205078125, 143.98779296875], [4590.076171875, 3735.267578125, 124.3515625, 136.469482421875]]}]
3_14.png	[{"device": ["安防1", "安防1", "安防1"], "device_point": [[1766.8388671875, 184.86936950683594, 133.7894287109375, 121.72655487060547], [2040.292236328125, 3883.947265625, 137.6300048828125, 120.390625], [2081.0693359375, 2639.4970703125, 139.0667724609375, 145.68798828125]]}]
3_17.png	[{"device": ["安防1", "安防1", "安防1", "安防1", "安防1"], "device_point": [[932.8336181640625, 3527.58056640625, 153.23443603515625, 144.441650390625], [5210.6279296875, 404.634033203125, 143.41015625, 133.241943359375], [306.9170837402344, 1815.481689453125, 133.06468200683594, 112.0545654296875], [4824.15869140625, 111.52835083007812, 157.7119140625, 131.61752319335938], [136.79676818847656, 1865.223876953125, 141.44137573242188, 128.843017578125]]}]
3_18.png	[{"device": ["安防1"], "device_point": [[681.265869140625, 840.2368774414062, 160.59161376953125, 147.33203125]]}]
3_21.png	[{"device": ["安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1"], "device_point": [[4216.26513671875, 687.7022094726562, 153.345703125, 141.8482666015625], [2936.8623046875, 1054.9898681640625, 142.512939453125, 117.02099609375], [5150.2841796875, 179.19488525390625, 152.38525390625, 118.44851684570312], [3793.911865234375, 190.68980407714844, 137.51806640625, 131.32150268554688], [4366.96142578125, 1258.90380859375, 156.375, 134.0103759765625], [3863.335693359375, 633.0999755859375, 153.869140625, 125.22625732421875], [1364.130615234375, 2304.796630859375, 145.3773193359375, 146.51318359375]]}]
3_22.png	[{"device": ["安防1", "安防1", "安防1"], "device_point": [[493.4998779296875, 2572.42822265625, 144.89926147460938, 120.675048828125], [1075.4078369140625, 214.12030029296875, 147.26361083984375, 131.85145568847656], [582.8909912109375, 2794.103515625, 152.1370849609375, 154.623291015625]]}]
3_25.png	[{"device": ["安防1", "安防1", "安防1"], "device_point": [[5595.0517578125, 634.850341796875, 129.52197265625, 119.25933837890625], [2223.129638671875, 955.5968017578125, 142.26806640625, 136.32354736328125], [4179.94287109375, 767.7000732421875, 135.7216796875, 119.80181884765625]]}]
3_5.png	[{"device": ["安防1", "安防1"], "device_point": [[3922.101318359375, 2545.832763671875, 150.9921875, 139.6494140625], [4576.1201171875, 2514.5234375, 143.30322265625, 130.80029296875]]}]
3_6.png	[{"device": ["安防1"], "device_point": [[1210.221923828125, 3154.51025390625, 134.920166015625, 121.708740234375]]}]
3_9.png	[{"device": ["安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1"], "device_point": [[4319.48046875, 1033.8135986328125, 144.89208984375, 131.45648193359375], [3686.22802734375, 3363.138916015625, 138.055908203125, 134.27294921875], [4940.296875, 3553.689453125, 141.39453125, 107.558837890625], [4247.548828125, 2786.50732421875, 163.62060546875, 139.813232421875], [2709.64453125, 3176.3818359375, 132.447509765625, 123.842041015625], [5646.7744140625, 1626.084228515625, 145.78759765625, 125.7091064453125], [1752.3408203125, 1331.7828369140625, 138.4244384765625, 128.3759765625], [3755.47802734375, 762.888916015625, 141.268798828125, 132.80621337890625], [4064.848876953125, 3273.5830078125, 137.75244140625, 131.284423828125], [3069.490234375, 1982.6109619140625, 157.333251953125, 141.900146484375], [3485.650634765625, 808.076904296875, 143.04638671875, 152.85699462890625], [1145.982421875, 1544.453857421875, 168.7935791015625, 138.6270751953125], [4932.27734375, 3659.55712890625, 166.36083984375, 122.320068359375], [4935.66015625, 3618.912353515625, 156.2880859375, 163.478515625]]}]
4_10.png	[{"device": ["安防1"], "device_point": [[873.9765625, 1814.860595703125, 151.5933837890625, 124.3521728515625]]}]
4_13.png	[{"device": ["安防1", "安防1", "安防1"], "device_point": [[331.10357666015625, 1953.2542724609375, 133.76937866210938, 125.789794921875], [2692.259765625, 3281.48095703125, 150.305419921875, 131.619384765625], [4512.6572265625, 2023.19775390625, 143.36083984375, 144.5960693359375]]}]
4_14.png	[{"device": ["安防1"], "device_point": [[1640.9202880859375, 289.6205749511719, 141.403564453125, 129.62371826171875]]}]
4_16.png	[{"device": ["安防1"], "device_point": [[5878.22021484375, 515.6549072265625, 128.861328125, 113.72183227539062]]}]
4_17.png	[{"device": ["UFO", "安防1", "安防1", "箱柜", "安防1", "箱柜", "UFO"], "device_point": [[1427.136962890625, 2432.3525390625, 105.8851318359375, 66.6650390625], [2263.3291015625, 561.1666870117188, 153.8046875, 130.09774780273438], [58.64374923706055, 635.8560791015625, 116.36071014404297, 119.02752685546875], [1401.95361328125, 2608.54833984375, 190.6549072265625, 102.92236328125], [4881.7744140625, 324.870849609375, 157.45703125, 135.25408935546875], [1032.544189453125, 2839.276123046875, 194.9075927734375, 100.82421875], [1081.3739013671875, 2738.9111328125, 120.025390625, 72.259033203125]]}]
4_21.png	[{"device": ["箱柜", "UFO"], "device_point": [[5790.47802734375, 3679.702880859375, 155.4873046875, 84.5263671875], [5876.5517578125, 3583.600341796875, 128.53662109375, 75.88525390625]]}]
4_22.png	[{"device": ["箱柜", "UFO"], "device_point": [[178.47653198242188, 3654.42919921875, 180.0374298095703, 107.71484375], [257.8043518066406, 3558.5576171875, 111.64678955078125, 62.343505859375]]}]
4_5.png	[{"device": ["安防1"], "device_point": [[4244.138671875, 2264.53369140625, 140.73828125, 132.338623046875]]}]
4_9.png	[{"device": ["UFO", "安防1", "安防1", "箱柜", "UFO", "箱柜", "安防1", "安防1", "安防1", "安防1", "UFO", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "箱柜", "安防1", "安防1", "安防1"], "device_point": [[2244.357421875, 909.833984375, 136.348876953125, 65.228759765625], [3948.9150390625, 3359.194580078125, 145.81103515625, 127.4638671875], [5623.4501953125, 1729.922119140625, 141.541015625, 131.3485107421875], [1916.711181640625, 905.2406005859375, 189.84326171875, 92.35076904296875], [1867.54150390625, 824.4656982421875, 131.3897705078125, 72.22320556640625], [2285.953125, 1001.7716674804688, 189.923095703125, 94.9205322265625], [4177.89599609375, 2877.57080078125, 157.0869140625, 129.551025390625], [3602.05810546875, 3492.124755859375, 144.27685546875, 128.9072265625], [4882.1533203125, 3744.520751953125, 143.224609375, 133.16455078125], [3671.2490234375, 886.5046997070312, 139.711181640625, 131.5654296875], [2613.0625, 1010.2432250976562, 124.093994140625, 65.1492919921875], [4600.126953125, 770.8414306640625, 152.67822265625, 130.26220703125], [1267.3819580078125, 1982.73876953125, 133.842041015625, 103.1907958984375], [1237.541259765625, 2224.95361328125, 156.2655029296875, 146.27490234375], [3423.46337890625, 900.3472900390625, 135.05419921875, 135.95660400390625], [4601.162109375, 645.8208618164062, 143.7548828125, 119.510498046875], [3418.455078125, 775.864013671875, 138.957275390625, 116.15576171875], [2656.0966796875, 1088.726318359375, 188.55908203125, 87.83203125], [1632.078369140625, 1427.5181884765625, 128.91064453125, 121.565673828125], [1270.219970703125, 2001.0704345703125, 149.1376953125, 119.228271484375], [1657.3563232421875, 1389.333984375, 97.44091796875, 69.8489990234375]]}]
5_13.png	[{"device": ["安防2"], "device_point": [[5960.63818359375, 2259.64501953125, 78.3876953125, 86.399658203125]]}]
5_14.png	[{"device": ["安防2", "安防2"], "device_point": [[1574.843017578125, 2412.507568359375, 147.3409423828125, 113.814453125], [31.32918357849121, 2280.421875, 62.65836715698242, 85.865478515625]]}]
6_10.png	[{"device": ["安防2", "安防1", "安防2", "安防2", "安防2", "安防2"], "device_point": [[5718.8720703125, 2628.6103515625, 176.78564453125, 93.472412109375], [5348.01220703125, 3342.391845703125, 120.3662109375, 118.36865234375], [4649.9521484375, 3127.726806640625, 112.82568359375, 182.236328125], [5715.2919921875, 2202.9775390625, 149.01123046875, 197.65234375], [3681.181640625, 2376.267578125, 149.99072265625, 188.816650390625], [3761.23193359375, 3496.60498046875, 109.691650390625, 201.099365234375]]}]
6_11.png	[{"device": ["安防2"], "device_point": [[73.61959838867188, 3028.923828125, 145.38037109375, 98.560302734375]]}]
6_13.png	[{"device": ["安防2", "安防2", "安防2"], "device_point": [[4119.4423828125, 3461.960205078125, 150.29296875, 188.8212890625], [1926.967041015625, 2032.709716796875, 188.6781005859375, 97.9010009765625], [5487.9892578125, 441.8360595703125, 121.55224609375, 165.73703002929688]]}]
6_14.png	[{"device": ["安防2", "安防2", "安防2"], "device_point": [[156.7224578857422, 3285.99169921875, 152.35791015625, 190.489013671875], [1232.11572265625, 3612.519775390625, 187.1405029296875, 96.06884765625], [1183.28955078125, 3295.726806640625, 109.3680419921875, 199.13134765625]]}]
6_16.png	[{"device": ["安防2", "安防2", "安防2", "安防2"], "device_point": [[1921.843017578125, 3294.94873046875, 158.1473388671875, 147.8427734375], [1918.3800048828125, 3134.775390625, 124.751708984375, 173.6123046875], [4201.4599609375, 321.47265625, 102.89208984375, 186.72451782226562], [2668.916015625, 303.6441650390625, 187.538818359375, 137.2222137451172]]}]
6_17.png	[{"device": ["安防2"], "device_point": [[238.2027587890625, 149.03128051757812, 99.52909851074219, 199.99256896972656]]}]
6_19.png	[{"device": ["安防2", "安防2", "安防2", "安防1", "安防2"], "device_point": [[4672.904296875, 1836.99755859375, 107.2822265625, 161.2818603515625], [4653.919921875, 1683.11181640625, 143.41357421875, 163.3704833984375], [2327.97119140625, 2641.3271484375, 126.767333984375, 201.934814453125], [5715.16796875, 377.56121826171875, 117.6416015625, 111.5511474609375], [2203.200439453125, 2349.47412109375, 189.06494140625, 118.073486328125]]}]
6_20.png	[{"device": ["安防2", "安防2", "安防2", "安防2"], "device_point": [[341.88348388671875, 97.61475372314453, 115.01821899414062, 187.4459686279297], [706.29248046875, 1635.459716796875, 97.02386474609375, 185.8494873046875], [1733.5223388671875, 1837.44140625, 188.48291015625, 95.5440673828125], [1915.72119140625, 3868.940185546875, 170.5758056640625, 84.228515625]]}]
6_22.png	[{"device": ["安防2", "安防2", "安防2", "安防2", "安防2", "安防2", "安防2"], "device_point": [[5084.537109375, 2510.47265625, 146.3896484375, 166.81005859375], [3241.98974609375, 1846.4755859375, 99.066162109375, 196.9324951171875], [4165.4736328125, 1338.223876953125, 138.65966796875, 183.5345458984375], [4298.966796875, 2531.866943359375, 177.12548828125, 162.99560546875], [3423.66552734375, 767.617919921875, 194.85205078125, 98.57379150390625], [5972.0673828125, 2425.70654296875, 54.67041015625, 180.314697265625], [3252.392578125, 1837.5958251953125, 106.08740234375, 163.655517578125]]}]
6_23.png	[{"device": ["安防1", "安防2", "箱柜", "安防2"], "device_point": [[646.546875, 2364.0087890625, 130.504150390625, 116.626708984375], [933.09228515625, 298.5821533203125, 165.4200439453125, 206.29202270507812], [770.5660400390625, 1283.76220703125, 238.78826904296875, 117.513427734375], [35.24394226074219, 2422.92626953125, 70.23858642578125, 180.877685546875]]}]
6_4.png	[{"device": ["安防2", "安防1", "安防2", "箱柜"], "device_point": [[5181.98193359375, 3358.26904296875, 139.783203125, 198.412841796875], [3677.371337890625, 2660.4150390625, 125.66748046875, 123.228759765625], [3973.22607421875, 3008.31982421875, 113.0087890625, 189.624755859375], [3587.33349609375, 3215.02587890625, 83.085205078125, 121.380126953125]]}]
6_7.png	[{"device": ["安防2", "安防2", "安防2", "安防2"], "device_point": [[5016.416015625, 806.6209716796875, 107.1494140625, 172.47802734375], [3336.80517578125, 2421.8359375, 123.25048828125, 186.9423828125], [5494.5859375, 3574.99658203125, 103.8017578125, 189.79345703125], [2658.037841796875, 1500.613525390625, 196.06884765625, 191.2969970703125]]}]
6_8.png	[{"device": ["安防2"], "device_point": [[334.97283935546875, 3826.781494140625, 112.676025390625, 185.65771484375]]}]
7_0.png	[{"device": ["安防1", "安防1", "安防2", "安防2"], "device_point": [[3393.13037109375, 2405.84423828125, 185.881103515625, 170.84765625], [3391.77099609375, 3816.37646484375, 186.44970703125, 175.54833984375], [4051.68798828125, 2412.724609375, 331.598876953125, 176.224365234375], [4060.69580078125, 3823.35107421875, 318.4951171875, 175.9169921875]]}]
7_10.png	[{"device": ["安防1", "安防1", "安防2", "安防2"], "device_point": [[3390.98681640625, 1445.3740234375, 188.200927734375, 175.9031982421875], [3394.66064453125, 59.02933883666992, 181.682373046875, 118.05867767333984], [4062.951171875, 1454.0701904296875, 325.809326171875, 177.3154296875], [4050.1435546875, 59.033668518066406, 312.810546875, 118.06733703613281]]}]
7_11.png	[{"device": ["箱柜"], "device_point": [[4430.662109375, 279.98876953125, 448.798828125, 211.31387329101562]]}]
7_18.png	[{"device": ["箱柜"], "device_point": [[1234.080078125, 2641.113525390625, 565.665771484375, 243.2919921875]]}]
7_5.png	[{"device": ["安防1", "安防1", "安防2", "安防2"], "device_point": [[3392.85888671875, 2624.012939453125, 187.969482421875, 174.861328125], [3392.2099609375, 1216.5911865234375, 185.12646484375, 169.71044921875], [4054.47607421875, 2630.49267578125, 330.8525390625, 179.760009765625], [4051.919921875, 1221.199462890625, 327.321044921875, 176.4268798828125]]}]
8_10.png	[{"device": ["箱柜", "安防1", "安防1", "安防2", "安防2", "安防2", "安防2", "安防1", "箱柜", "安防1"], "device_point": [[3705.5517578125, 1600.057373046875, 86.612060546875, 134.7708740234375], [102.92242431640625, 962.0614013671875, 120.275390625, 115.89447021484375], [2028.144775390625, 694.0452270507812, 128.6256103515625, 116.9844970703125], [3097.4775390625, 1185.422607421875, 113.5859375, 165.754638671875], [3100.37548828125, 1341.2080078125, 159.324951171875, 140.6744384765625], [883.6641845703125, 2434.1982421875, 191.67059326171875, 130.4052734375], [5750.2451171875, 2171.515869140625, 220.28369140625, 122.27587890625], [29.81119728088379, 1503.217529296875, 58.073726654052734, 78.8028564453125], [1963.755859375, 3371.174072265625, 84.3460693359375, 126.7392578125], [27.963191986083984, 1537.1895751953125, 55.77333068847656, 139.55419921875]]}]
8_12.png	[{"device": ["安防2", "安防2", "安防2", "安防2"], "device_point": [[5620.318359375, 2701.51513671875, 182.9482421875, 143.614013671875], [3788.702880859375, 1014.521240234375, 174.33056640625, 144.113037109375], [3336.474853515625, 3808.69287109375, 190.43408203125, 171.598876953125], [3713.04150390625, 1169.6385498046875, 142.090576171875, 164.39501953125]]}]
8_13.png	[{"device": ["安防2", "安防2", "安防2", "安防2", "安防2", "安防2", "安防2", "安防2", "安防2", "安防2"], "device_point": [[3647.0810546875, 2379.96533203125, 99.721923828125, 170.8359375], [3614.851806640625, 2231.6083984375, 166.6708984375, 146.668212890625], [5685.1142578125, 677.3128662109375, 126.5927734375, 190.77130126953125], [2262.398681640625, 1096.7421875, 195.56640625, 110.3385009765625], [5195.15966796875, 2100.1962890625, 124.111328125, 180.7490234375], [75.31157684326172, 1575.774169921875, 148.45631408691406, 149.6827392578125], [5543.4033203125, 2926.74609375, 198.64111328125, 127.895751953125], [5912.21875, 264.1051025390625, 166.8505859375, 116.61514282226562], [33.4241943359375, 1732.0609130859375, 66.848388671875, 168.82763671875], [3636.02978515625, 2376.318115234375, 132.5927734375, 198.20703125]]}]
8_15.png	[{"device": ["安防2", "安防1", "安防2", "安防2"], "device_point": [[4247.7783203125, 2802.044921875, 116.44921875, 192.83642578125], [5621.087890625, 2305.33984375, 129.46826171875, 122.085205078125], [5540.6455078125, 915.707763671875, 149.54443359375, 165.02044677734375], [4864.32421875, 3741.173583984375, 185.65380859375, 112.1328125]]}]
8_16.png	[{"device": ["安防2", "安防2", "安防2", "安防2", "安防2", "安防2", "安防2", "安防2"], "device_point": [[3368.8291015625, 2178.0166015625, 132.798583984375, 174.118408203125], [129.76467895507812, 1491.978515625, 109.66645812988281, 173.6812744140625], [1534.1044921875, 3135.012939453125, 182.843505859375, 154.1826171875], [5825.86328125, 1958.07568359375, 151.44873046875, 160.8760986328125], [5841.1474609375, 2119.474609375, 104.26611328125, 174.661376953125], [3387.654296875, 2336.52880859375, 163.3017578125, 148.92626953125], [1582.5048828125, 3279.8720703125, 113.01025390625, 172.603515625], [5905.072265625, 3647.826904296875, 184.38720703125, 105.32421875]]}]
8_18.png	[{"device": ["安防2", "安防2"], "device_point": [[5540.9453125, 1737.0306396484375, 115.82666015625, 181.95849609375], [5577.9384765625, 241.90362548828125, 191.564453125, 119.12315368652344]]}]
8_19.png	[{"device": ["安防2", "安防2", "安防2", "安防2", "安防1", "安防2", "安防2"], "device_point": [[2158.3662109375, 3323.73779296875, 165.904052734375, 116.54443359375], [1978.69775390625, 3327.45361328125, 175.6365966796875, 114.58251953125], [1980.71337890625, 1374.0244140625, 147.0941162109375, 134.2850341796875], [2630.924072265625, 1460.7825927734375, 115.52099609375, 207.53564453125], [4152.73681640625, 1759.59228515625, 133.926025390625, 121.1661376953125], [1817.74072265625, 1393.0189208984375, 155.455810546875, 127.086669921875], [2009.116943359375, 3326.88818359375, 209.5220947265625, 131.453857421875]]}]
8_4.png	[{"device": ["安防2", "安防2", "安防2", "安防2"], "device_point": [[4387.0693359375, 2904.921875, 150.900390625, 173.185791015625], [1775.4765625, 3516.06787109375, 131.30712890625, 177.446044921875], [4398.48046875, 3062.26025390625, 98.70361328125, 161.410400390625], [1775.2164306640625, 3678.2666015625, 161.06494140625, 152.860107421875]]}]
8_7.png	[{"device": ["安防2", "安防2", "安防2", "安防2"], "device_point": [[4424.181640625, 3097.74072265625, 129.34423828125, 174.73291015625], [2010.643798828125, 2274.408447265625, 133.8797607421875, 182.04345703125], [4436.234375, 3251.47607421875, 160.14208984375, 150.142822265625], [2015.3416748046875, 2435.751953125, 165.647705078125, 148.625732421875]]}]
8_9.png	[{"device": ["安防2", "安防2", "安防2", "安防2", "安防2", "安防2", "安防2", "安防2"], "device_point": [[5084.224609375, 2331.01611328125, 200.18603515625, 110.639404296875], [3943.56396484375, 3824.6455078125, 195.623046875, 117.99560546875], [5792.49609375, 2251.25830078125, 186.52392578125, 132.783203125], [5696.73193359375, 1467.523681640625, 179.9365234375, 100.276123046875], [4227.67578125, 1959.7166748046875, 186.638671875, 125.5888671875], [5968.79638671875, 1542.29541015625, 59.7431640625, 185.3851318359375], [5931.0458984375, 2526.57177734375, 139.908203125, 141.770751953125], [5927.142578125, 2547.23779296875, 139.98681640625, 106.5146484375]]}]
9_10.png	[{"device": ["安防1", "安防1", "安防1", "安防1", "安防1", "安防1"], "device_point": [[1993.822509765625, 2330.546142578125, 128.365234375, 122.86181640625], [3561.45751953125, 1702.708984375, 124.702880859375, 117.8861083984375], [1916.678466796875, 3711.732421875, 127.4439697265625, 123.697021484375], [2432.130859375, 377.024169921875, 124.657470703125, 115.27371215820312], [3745.31396484375, 3209.96435546875, 131.293701171875, 120.068603515625], [2456.60791015625, 590.1744384765625, 125.655517578125, 116.46331787109375]]}]
9_13.png	[{"device": ["安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防2"], "device_point": [[3270.747314453125, 3919.32958984375, 121.38037109375, 117.963134765625], [1087.398681640625, 2395.01806640625, 132.4976806640625, 119.9404296875], [2131.78076171875, 2306.263671875, 131.917236328125, 119.90185546875], [1054.719970703125, 2621.24755859375, 129.9610595703125, 120.18408203125], [3961.626708984375, 2754.252685546875, 124.95556640625, 113.900390625], [3934.23583984375, 2379.291015625, 131.42529296875, 127.658447265625], [3926.2431640625, 2148.29638671875, 136.419189453125, 120.86474609375], [5316.28173828125, 229.4574737548828, 128.9296875, 91.75436401367188]]}]
9_16.png	[{"device": ["安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防1", "安防2"], "device_point": [[5230.0576171875, 3565.875244140625, 120.22216796875, 113.74462890625], [3031.623291015625, 2522.66357421875, 125.9853515625, 116.489501953125], [5055.45263671875, 1235.2540283203125, 122.8037109375, 121.167724609375], [3415.50146484375, 3708.35009765625, 131.294921875, 113.732177734375], [4110.32763671875, 2515.53125, 137.2392578125, 119.646728515625], [1465.974853515625, 3881.894775390625, 124.5335693359375, 120.017578125], [2676.45068359375, 1947.552734375, 130.512451171875, 120.3643798828125], [3302.310546875, 202.87725830078125, 123.5888671875, 110.07157897949219], [1057.8326416015625, 167.63064575195312, 135.84283447265625, 119.28809356689453], [3600.35986328125, 3896.405029296875, 125.899169921875, 122.142578125], [1118.224853515625, 352.578125, 124.61279296875, 120.50662231445312], [4498.0166015625, 3190.554931640625, 116.580078125, 76.32177734375]]}]
9_19.png	[{"device": ["安防1", "安防1", "安防1", "安防1", "安防2", "安防1", "安防1"], "device_point": [[3120.7216796875, 3916.876220703125, 123.02734375, 111.92578125], [1470.169189453125, 95.27826690673828, 117.5484619140625, 116.81675720214844], [5918.9111328125, 3935.43994140625, 128.85205078125, 120.8916015625], [3842.884765625, 3814.20751953125, 137.87158203125, 125.416259765625], [1427.278076171875, 3938.0341796875, 101.49365234375, 124.5380859375], [5830.7236328125, 2453.71142578125, 111.36962890625, 106.7607421875], [5605.67578125, 3193.887451171875, 101.64501953125, 82.91357421875]]}]
9_22.png	[{"device": ["安防1", "安防2"], "device_point": [[4115.76416015625, 575.9766845703125, 119.087158203125, 106.55078125], [1413.259521484375, 27.404644012451172, 93.40283203125, 54.809288024902344]]}]
9_4.png	[{"device": ["安防1", "安防1", "安防1", "安防1", "安防1"], "device_point": [[1922.8876953125, 1282.0826416015625, 116.505126953125, 117.22021484375], [2672.60986328125, 3044.8818359375, 114.4130859375, 112.697265625], [1787.32763671875, 3636.95947265625, 120.235595703125, 118.26123046875], [1890.501220703125, 777.967041015625, 127.7550048828125, 115.73406982421875], [3974.250244140625, 2684.098388671875, 126.74609375, 114.8359375]]}]
9_7.png	[{"device": ["安防1", "安防2", "安防1", "安防2", "安防1"], "device_point": [[4825.5546875, 3108.31396484375, 118.28076171875, 110.794921875], [3781.98974609375, 1135.309814453125, 156.580078125, 184.833984375], [2912.60302734375, 1921.98828125, 125.390869140625, 113.9884033203125], [4579.07177734375, 1229.709228515625, 167.744140625, 170.8446044921875], [2113.2685546875, 3345.6669921875, 126.275146484375, 114.646728515625]]}]
